time	obs_wavelength	flux	instrument	integration	time_unit	wavelength_unit	flux_unit	redshift	dtime	rest_wavelength	integration_unit	reference	date	date_unit	time_frame	sky_flux
0.76	4032.4	1.25e-15	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	3933.281310963715	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4058.0	1.348e-15	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	3958.252048380805	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4083.6	1.402e-15	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	3983.222785797893	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4109.1	1.357e-15	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4008.095981271948	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4134.7	1.585e-15	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4033.066718689037	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4160.3	1.549e-15	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4058.0374561061262	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4185.8	1.319e-15	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4082.91065158018	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4211.4	1.376e-15	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4107.881388997269	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4237.0	1.198e-15	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4132.852126414358	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4262.6	1.238e-15	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4157.822863831449	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4313.7	1.111e-15	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4207.666796722591	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4339.3	1.16e-15	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4232.637534139681	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4364.8	1.021e-15	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4257.510729613735	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4390.4	1.089e-15	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4282.481467030823	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4416.0	1.015e-15	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4307.452204447913	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4441.6	1.016e-15	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4332.422941865003	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4467.1	1.057e-15	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4357.296137339056	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4492.7	9.693e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4382.266874756146	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4518.3	9.594e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4407.237612173235	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4543.8	9.684e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4432.110807647289	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4569.4	9.568e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4457.081545064378	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4595.0	9.054e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4482.052282481468	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4620.5	8.772e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4506.925477955521	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4646.1	8.555e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4531.896215372611	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4671.7	8.308e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4556.8669527897	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4697.3	8.32e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4581.837690206789	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4722.8	8.656e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4606.710885680844	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4748.4	8.261e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4631.681623097932	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4774.0	7.969e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4656.652360515022	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4799.5	8.195e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4681.525555989076	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4825.1	7.518e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4706.496293406166	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4850.7	8.007e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4731.467030823254	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4876.3	7.649e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4756.437768240344	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4901.8	8.079e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4781.310963714398	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4927.4	7.857e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4806.281701131486	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4953.0	7.628e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4831.252438548577	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	4978.5	8.028e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4856.12563402263	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5004.1	7.804e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4881.09637143972	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5029.7	7.249e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4906.067108856809	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5055.3	7.459e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4931.037846273898	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5080.8	7.482e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4955.911041747952	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5106.4	7.424e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	4980.881779165041	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5132.0	7.722e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5005.852516582131	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5157.5	7.658e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5030.725712056184	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5183.1	6.62e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5055.696449473275	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5208.7	6.207e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5080.667186890363	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5234.2	5.961e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5105.540382364417	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5259.8	6.078e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5130.511119781507	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5285.4	5.532e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5155.481857198595	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5311.0	5.835e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5180.4525946156855	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5336.5	5.769e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5205.325790089739	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5362.1	5.547e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5230.296527506829	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5387.7	5.382e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5255.2672649239175	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5413.2	5.183e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5280.140460397972	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5438.8	5.67e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5305.111197815061	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5464.4	5.474e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5330.081935232151	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5490.0	5.693e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5355.05267264924	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5515.5	5.427e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5379.925868123293	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5541.1	5.371e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5404.896605540384	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5566.7	5.449e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5429.867342957472	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5592.2	5.421e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5454.740538431526	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5617.8	5.277e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5479.711275848616	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5643.4	5.818e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5504.682013265705	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5668.9	5.318e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5529.555208739758	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5694.5	5.188e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5554.5259461568485	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5720.1	5.175e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5579.496683573938	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5745.7	5.094e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5604.467420991026	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5771.2	5.303e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5629.3406164650805	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5796.8	4.984e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5654.31135388217	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5822.4	4.902e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5679.282091299259	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5847.9	4.49e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5704.155286773313	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5873.5	4.983e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5729.126024190403	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5899.1	4.487e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5754.096761607492	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5924.7	4.796e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5779.067499024581	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5950.2	4.52e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5803.940694498635	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	5975.8	4.269e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5828.911431915724	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6001.4	4.278e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5853.882169332814	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6026.9	4.308e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5878.755364806867	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6052.5	4.362e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5903.726102223957	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6078.1	4.146e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5928.696839641047	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6103.7	4.047e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5953.667577058135	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6129.2	3.551e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	5978.540772532189	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6154.8	3.785e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6003.511509949279	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6180.4	3.839e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6028.482247366368	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6205.9	3.813e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6053.355442840421	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6231.5	3.868e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6078.326180257512	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6257.1	4.096e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6103.296917674601	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6282.6	3.844e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6128.170113148655	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6308.2	3.597e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6153.140850565744	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6333.8	3.687e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6178.111587982833	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6359.4	3.571e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6203.082325399922	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6384.9	3.589e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6227.955520873976	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6410.5	3.619e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6252.926258291066	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6436.1	3.411e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6277.896995708155	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6461.6	3.625e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6302.77019118221	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6487.2	3.43e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6327.740928599298	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6512.8	3.338e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6352.711666016388	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6538.4	3.307e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6377.682403433477	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6563.9	3.084e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6402.555598907531	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6589.5	3.151e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6427.52633632462	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6615.1	3.281e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6452.49707374171	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6640.6	3.258e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6477.370269215764	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6666.2	3.147e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6502.341006632852	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6691.8	3.539e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6527.311744049943	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
0.76	6717.4	3.827e-16	P60+SEDM	1800.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	6552.282481467031	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
